# 1d pts  CFL  time -->  5001   1.000000e+00   5.000000e-02
# Var. names: x, rho, u, p, Ma, s, tt
0.000000e+00  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
4.000000e-04  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
8.000000e-04  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
1.200000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
1.600000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
2.000000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
2.400000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
2.800000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
3.200000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
3.600000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
4.000000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
4.400000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
4.800000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
5.200000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
5.600000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
6.000000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
6.400000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
6.800000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
7.200000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
7.600000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
8.000000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
8.400000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
8.800000e-03  5.334866e+00  3.175847e+00 9.986250e+00 1.961806e+00 9.581412e-01 0.000000e+00
